OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,X,Y,GEOCODESTATUS,SHAPE,PERMITID
3093,04092110065,ATHENS DRIVE SR. HIGH CAFETERIA,1420 ATHENS DR ,,RALEIGH,NC,27606-2427,(919) 233-4050,1991/09/16 00:00:00+00,11 - Public School Lunch,-78.71223228,35.768377,M,,Not Provided
3094,04092110076,WENDELL ELEM SCHOOL CAFETERIA,3355 WENDELL BLVD ,,WENDELL,NC,27591-7289,(919) 365-2660,1991/10/28 00:00:00+00,11 - Public School Lunch,-78.37227697,35.78542374,M,,Not Provided
3095,04092110077,ZEBULON ELEM. SCHOOL CAFETERIA,700 PROCTOR ST ,,ZEBULON,NC,27597-8726,(919) 404-3680,1991/10/28 00:00:00+00,11 - Public School Lunch,-78.31958565,35.83895531,M,,Not Provided
3096,04092110078,ZEBULON MIDDLE SCHOOL CAFETERIA,1000 SHEPARD SCHOOL RD ,,ZEBULON,NC,27597-2770,(919) 404-3630,1991/10/28 00:00:00+00,11 - Public School Lunch,-78.31172007,35.83148632,M,,Not Provided
3097,04092110079,FOX ROAD ELEMENTARY CAFETERIA,7101 FOX RD,,RALEIGH,NC,27616-6353,(919) 850-8845,1991/10/28 00:00:00+00,11 - Public School Lunch,-78.55535542,35.87372365,M,,Not Provided
3098,04092110082,PENNY ROAD ELEMENTARY CAFETERIA,10900 PENNY RD ,,CARY,NC,27518,(919) 387-2143,1991/09/16 00:00:00+00,11 - Public School Lunch,-78.79741418,35.71747453,M,,Not Provided
3099,04092110083,WEST LAKE ELEM. SCH. CAFETERIA,4500 W LAKE RD,,APEX,NC,27539-7655,(919) 662-2314,1991/08/21 00:00:00+00,11 - Public School Lunch,-78.76184994,35.66034086,M,,Not Provided
3100,04092110085,LYNN ROAD ELEM. CAFETERIA,1601 LYNN RD ,,RALEIGH,NC,27612-6820,(919) 870-4074,1991/09/17 00:00:00+00,11 - Public School Lunch,-78.6678688,35.87032224,M,,Not Provided
3101,04092110086,LEESVILLE MIDDLE-ELEM. SCH. CAFETERIA,8406 PRIDE WAY,,RALEIGH,NC,27613-1004,(919) 870-4200,1991/08/20 00:00:00+00,11 - Public School Lunch,-78.7177671,35.88906857,M,,Not Provided
3102,04092110089,CREECH ROAD ELEM. CAFETERIA,450 CREECH RD ,,GARNER,NC,27529-2908,(919) 662-2359,1992/09/10 00:00:00+00,11 - Public School Lunch,-78.59989423,35.71498152,M,,Not Provided
3103,04092110088,WILLOW SPRING ELEM.CAFET.,6800 DWIGHT ROWLAND RD,,WILLOW SPRING,NC,27592-9342,(919) 557-2957,1992/08/06 00:00:00+00,11 - Public School Lunch,-78.72847454,35.59342763,M,,Not Provided
3104,04092110092,WEST LAKE MIDDLE SCH. CAFETERIA,4600 W LAKE RD,YEAR ROUND,APEX,NC,27539-7657,(919) 662-2917,1992/07/01 00:00:00+00,11 - Public School Lunch,-78.76184994,35.66034086,M,,Not Provided
3105,04092110090,PLEASANT UNION ELEM.SCHOOL CAFET.,1900 PLEASANT UNION CHURCH RD ,,RALEIGH,NC,27614-7103,(919) 870-4230,1992/08/20 00:00:00+00,11 - Public School Lunch,-78.67272921,35.95029497,M,,Not Provided
3106,04092110093,DURANT ROAD ELEM. CAFETERIA,9901 DURANT RD ,YEAR ROUND,RALEIGH,NC,27614-9369,(919) 870-4210,1992/07/02 00:00:00+00,11 - Public School Lunch,-78.5804454,35.89960631,M,,Not Provided
3107,04092110094,LEESVILLE HIGH SCHOOL CAFETERIA,8409 LEESVILLE RD ,,RALEIGH,NC,27613,(919) 870-4250,1993/08/31 00:00:00+00,11 - Public School Lunch,-78.7177671,35.88906857,M,,Not Provided
3108,04092110096,DAVIS DRIVE ELEM. SCH. CAFETERIA,2151 DAVIS DR,,CARY,NC,27519-9276,(919) 387-2135,1994/07/19 00:00:00+00,11 - Public School Lunch,-78.85122642,35.77869302,M,,Not Provided
3109,04092110095,MT. VERNON SCHOOL CAFETERIA,5418 CHAPEL HILL RD ,,RALEIGH,NC,27607-5139,(919) 233-4313,1994/01/31 00:00:00+00,11 - Public School Lunch,-78.71947328,35.7909241,M,,Not Provided
3110,04092110098,DURANT ROAD MIDDLE SCHOOL CAFETERIA,10401 DURANT RD ,,RALEIGH,NC,27614-9706,(919) 518-0103,1995/07/07 00:00:00+00,11 - Public School Lunch,-78.5882399,35.90237023,M,,Not Provided
3111,04092110097,DAVIS DRIVE MIDDLE SCH. CAFETERIA,2101 DAVIS DR,,CARY,NC,27519-9276,(919) 387-3038,1995/05/01 00:00:00+00,11 - Public School Lunch,-78.85122642,35.77869302,M,,Not Provided
3112,04092110099,OAK GROVE ELEM. SCH CAFETERIA,10401 PENNY RD,,RALEIGH,NC,27606,(919) 387-4490,1995/07/21 00:00:00+00,11 - Public School Lunch,-78.78318493,35.7136031,M,,Not Provided
3113,04092110101,HODGE ROAD ELEMENTARY CAFETERIA,2128 MINGO BLUFF BLVD,,KNIGHTDALE,NC,27545,(919) 266-8599,1995/09/12 00:00:00+00,11 - Public School Lunch,-78.52263417,35.77684759,M,,Not Provided
3114,04092110102,HILBURN ACADEMY CAFETERIA,7100 HILBURN DR ,,RALEIGH,NC,27613-4139,(919) 571-6800,1995/11/08 00:00:00+00,11 - Public School Lunch,-78.71430644,35.87483807,M,,Not Provided
3115,04092110100,WEATHERSTONE ELEM. SCH. CAFETERIA,1000 OLDE WEATHERSTONE WAY ,,CARY,NC,27513,(919) 380-6985,1995/09/05 00:00:00+00,11 - Public School Lunch,-78.81014084,35.79244392,M,,Not Provided
3116,04092110104,JEFFREYS GROVE ELEM. CAFETERIA,6119 CREEDMOOR RD,,RALEIGH,NC,27612-2210,(919) 881-4910,1996/08/19 00:00:00+00,11 - Public School Lunch,-78.68095421,35.86826108,M,,Not Provided
3117,04092110103,HOLLY SPRINGS ELEM. CAFETERIA,401 HOLLY SPRINGS RD,,HOLLY SPRINGS,NC,27540-9027,(919) 557-2660,1996/08/19 00:00:00+00,11 - Public School Lunch,-78.82835975,35.65622079,M,,Not Provided
3118,04092110105,JONES DAIRY ELEM. SCH. CAFETERIA,1100 JONES DAIRY RD ,,WAKE FOREST,NC,27587-9055,(919) 562-6181,1996/08/22 00:00:00+00,11 - Public School Lunch,-78.47194542,35.94971063,M,,Not Provided
3119,04092110106,WEST CARY MIDDLE SCH.CAFETERIA,1000 EVANS RD ,,CARY,NC,27513-3111,(919) 460-3528,1996/08/23 00:00:00+00,11 - Public School Lunch,-78.79252626,35.80255109,M,,Not Provided
3120,04092110107,BAILEYWICK ELEM SCH. CAFET.,9425 BAILEYWICK RD ,,RALEIGH,NC,27615-1912,(919) 518-0090,1997/03/07 00:00:00+00,11 - Public School Lunch,-78.66473205,35.90916355,M,,Not Provided
3121,04092110108,TIMBER DRIVE ELEMENTARY CAFETERIA,1601 TIMBER DR,,GARNER,NC,27529-4778,(919) 773-9515,1997/06/30 00:00:00+00,11 - Public School Lunch,-78.63688691,35.68985294,M,,Not Provided
3122,04092110109,OLIVE CHAPEL ELEMENTARY CAFETERIA,1751 OLIVE CHAPEL RD ,,APEX,NC,27502-4862,(919) 387-4449,1997/08/14 00:00:00+00,11 - Public School Lunch,-78.89411789,35.73463652,M,,Not Provided
3123,04092110110,SOUTHEAST RALEIGH H.S.CAFETERIA,2600 ROCK QUARRY RD ,,RALEIGH,NC,27610-5102,(919) 856-2800,1997/07/28 00:00:00+00,11 - Public School Lunch,-78.60409689,35.74535559,M,,Not Provided
3124,04092110111,CARVER ELEMENTARY LUNCHROOM,291 LILES DEAN RD ,,WENDELL,NC,27591-9034,(919) 365-2680,1998/07/20 00:00:00+00,11 - Public School Lunch,-78.38664164,35.79067957,M,,Not Provided
3125,04092110112,LUFKIN MIDDLE SCHOOL CAFETERIA,1002 LUFKIN RD ,,APEX,NC,27539-8160,(919) 363-1090,1998/09/14 00:00:00+00,11 - Public School Lunch,-78.83012875,35.71966086,M,,Not Provided
3126,04092110113,DILLARD DRIVE ELEMENTARY SCHOOL CAFETERIA,5018 DILLARD DR,,RALEIGH,NC,27606-4114,(919) 233-4200,1999/01/13 00:00:00+00,11 - Public School Lunch,-78.72360836,35.75353768,M,,Not Provided
3127,04092110114,DILLARD DRIVE MIDDLE SCHOOL CAFETERIA,5200 DILLARD DR ,,RALEIGH,NC,27606,(919) 233-4228,1999/01/13 00:00:00+00,11 - Public School Lunch,-78.72633838,35.75185524,M,,Not Provided
3128,04092110116,REEDY CREEK ELEM. CAFETERIA,940 REEDY CREEK RD ,,CARY,NC,27513-3046,(919) 380-3660,1999/08/04 00:00:00+00,11 - Public School Lunch,-78.76818761,35.81272933,M,,Not Provided
3129,04092110115,WAKEFIELD ELEMENTARY CAFETERIA,2400 WAKEFIELD PINES DR,,RALEIGH,NC,27614,(919) 562-3565,1999/06/30 00:00:00+00,11 - Public School Lunch,-78.56694516,35.94699765,M,,Not Provided
3130,04092110118,WAKEFIELD MIDDLE CAFETERIA,2300 WAKEFIELD PINES DR,,RALEIGH,NC,27614,(919) 562-3530,1999/08/11 00:00:00+00,11 - Public School Lunch,-78.57023956,35.94594014,M,,Not Provided
3131,04092110117,GREEN HOPE HIGH SCH. CAFETERIA,2500 CARPENTER UPCHURCH RD ,,CARY,NC,27519,(919) 380-3684,1999/08/12 00:00:00+00,11 - Public School Lunch,-78.86673632,35.80474692,M,,Not Provided
3132,04092110121,YATES MILL ELEM. SCH. CAFET.,5993 YATES MILL POND RD,,RALEIGH,NC,27606-8930,(919) 233-4244,2000/06/27 00:00:00+00,11 - Public School Lunch,-78.72960703,35.73779694,M,,Not Provided
3133,04092110119,WAKEFIELD HIGH SCHOOL CAFETERIA,2200 WAKEFIELD PINES DR,,RALEIGH,NC,27614,(919) 562-3635,1999/08/12 00:00:00+00,11 - Public School Lunch,-78.56961285,35.94937144,M,,Not Provided
3134,04092110122,CENTENNIAL CAMPUS MIDDLE SCH. CAFETERIA,1900 MAIN CAMPUS DR ,,RALEIGH,NC,27606-3700,(919) 233-4217,2000/07/21 00:00:00+00,11 - Public School Lunch,-78.67973963,35.76281459,M,,Not Provided
3135,04092110120,WILDWOOD FOREST ELEM. SCH. CAFETERIA,8401 WILDWOOD FOREST DR ,,RALEIGH,NC,27616-5700,(919) 713-0600,1999/08/13 00:00:00+00,11 - Public School Lunch,-78.55112466,35.89352164,M,,Not Provided
3136,04092110123,SALEM ELEMENTARY SCH. CAFETERIA,6116 OLD JENKS RD ,,APEX,NC,27523-8242,(919) 363-2970,2000/08/18 00:00:00+00,11 - Public School Lunch,-78.8500399,35.75603018,M,,Not Provided
3137,04092110124,MIDDLE CREEK ELEM. SCH. CAFETERIA,110 MIDDLE CREEK PARK AVE ,,APEX,NC,27539-7982,(919) 773-9570,2000/08/23 00:00:00+00,11 - Public School Lunch,-78.75946645,35.67025003,M,,Not Provided
3138,04092110125,GREEN HOPE ELEMENTARY CAFETERIA,2700  LOUIS STEPHENS RD ,,CARY,NC,27519,(918) 338-5285,2000/08/11 00:00:00+00,11 - Public School Lunch,-78.85985199,35.80278467,M,,Not Provided
3139,04092110128,WASHINGTON ELEM. SCHOOL CAFETERIA,1000 FAYETTEVILLE ST ,,RALEIGH,NC,27601-2525,(919) 856-7960,2001/09/19 00:00:00+00,11 - Public School Lunch,-78.64381097,35.76731718,M,,Not Provided
3140,04092110129,MOORE SQUARE MAGNET MIDDLE SCHOOL,301 S PERSON ST,,RALEIGH,NC,27601-1821,(919) 664-5737,2002/07/08 00:00:00+00,11 - Public School Lunch,-78.63424297,35.77609992,M,,Not Provided
3141,04092110126,MIDDLE CREEK HIGH SCHOOL CAFETERIA,123 MIDDLE CREEK PARK AVE ,,CARY,NC,27539,(919) 773-3842,2001/08/02 00:00:00+00,11 - Public School Lunch,-78.75881439,35.66888779,M,,Not Provided
3142,04092110127,FRED OLDS ELEMENTARY CAFETERIA,204 DIXIE TRAIL ,,RALEIGH,NC,27607,(919) 856-7769,2001/08/13 00:00:00+00,11 - Public School Lunch,-78.67501338,35.79372175,M,,Not Provided
3143,04092110130,HOLLY RIDGE MIDDLE SCH. CAFETERIA,950 HOLLY SPRINGS RD,,HOLLY SPRINGS,NC,27540-7370,(919) 577-1310,2002/07/26 00:00:00+00,11 - Public School Lunch,-78.81529276,35.65413254,M,,Not Provided
3144,04092110132,REEDY CREEK MIDDLE SCH. CAFETERIA,930 REEDY CREEK RD ,,CARY,NC,27513,(919) 460-3504,2002/07/26 00:00:00+00,11 - Public School Lunch,-78.76818761,35.81272933,M,,Not Provided
3145,04092110131,HOLLY RIDGE ELEMENTARY CAFETERIA,900 HOLLY SPRINGS RD,,HOLLY SPRINGS,NC,27540-7370,(919) 577-1300,2002/07/17 00:00:00+00,11 - Public School Lunch,-78.81529276,35.65413254,M,,Not Provided
3146,04092110133,BALLENTINE ELEM. SCH. CAFETERIA,1651 N MCLAURIN LN,,FUQUAY-VARINA,NC,27526,(919) 557-1120,2002/08/06 00:00:00+00,11 - Public School Lunch,-78.7724696,35.61359512,M,,Not Provided
3147,04092110134,HERITAGE ELEM. SCHOOL CAFETERIA,3500 ROGERS RD,,WAKE FOREST,NC,27587-4898,(919) 562-6400,2002/11/08 00:00:00+00,11 - Public School Lunch,-78.51187685,35.94769505,M,,Not Provided
3148,04092110135,MYRTLE UNDERWOOD ELEM.SCH.CAFETERIA,1614 GLENWOOD AVE,,RALEIGH,NC,27608,(919) 856-7663,2003/08/04 00:00:00+00,11 - Public School Lunch,-78.64518389,35.80234417,M,,Not Provided
3149,04092110137,APEX ELEMENTARY CAFETERIA,700 TINGEN RD ,,APEX,NC,27502,(919) 387-2150,2003/08/06 00:00:00+00,11 - Public School Lunch,-78.85703525,35.72096535,M,,Not Provided
3150,04092110138,CARY ELEMENTARY CAFETERIA,400 KILDAIRE FARM RD ,,CARY,NC,27511,(919) 460-3455,2003/08/07 00:00:00+00,11 - Public School Lunch,-78.78170035,35.78100367,M,,Not Provided
3151,04092110141,SALEM MIDDLE SCHOOL CAFETERIA,6150 OLD JENKS RD ,,APEX,NC,27523,(919) 363-1870,2003/07/30 00:00:00+00,11 - Public School Lunch,-78.84900549,35.75828768,M,,Not Provided
3152,04092110143,CEDAR FORK ELEMENTARY CAFETERIA,1050 TOWN HALL DR,,MORRISVILLE,NC,27560,(919) 388-5240,2004/03/15 00:00:00+00,11 - Public School Lunch,-78.83948458,35.83720033,M,,Not Provided
3153,04092110144,HERITAGE MIDDLE SCHOOL CAFETERIA,3400 ROGERS RD ,,WAKE FOREST,NC,27587,(919) 562-6204,2004/07/08 00:00:00+00,11 - Public School Lunch,-78.51187685,35.94769505,M,,Not Provided
3154,04092110142,MILLBROOK ELEM. SCH. CAFETERIA,1520 E MILLBROOK RD ,,RALEIGH,NC,27609,(919) 850-8700,2004/01/02 00:00:00+00,11 - Public School Lunch,-78.61055165,35.84879257,M,,Not Provided
3155,04092110145,TURNER CREEK ELEMENTARY CAFETERIA,6801 TURNER CREEK RD ,,CARY,NC,27519,(919) 363-1399,2004/07/09 00:00:00+00,11 - Public School Lunch,-78.87522181,35.77275976,M,,Not Provided
3156,04092110146,HIGHCROFT ELEMENTARY CAFETERIA,5415 HIGHCROFT DR ,,CARY,NC,27519,(919) 460-3580,2004/07/12 00:00:00+00,11 - Public School Lunch,-78.88408865,35.80071618,M,,Not Provided
3157,04092110147,KNIGHTDALE HIGH SCHOOL CAFETERIA,100 BRYAN CHALK LN ,,KNIGHTDALE,NC,27545,(919) 217-5350,2004/07/26 00:00:00+00,11 - Public School Lunch,-78.47186477,35.80939957,M,,Not Provided
3158,04092110148,FORESTVILLE ELEMENTARY SCHOOL CAFETERIA,7125 FORESTVILLE RD,,KNIGHTDALE,NC,27545,(919) 266-8487,2004/08/06 00:00:00+00,11 - Public School Lunch,-78.48336394,35.80934566,M,,Not Provided
3159,04092110149,KINGSWOOD ELEM. SCH. CAFETERIA,200 E JOHNSON ST ,,CARY,NC,27511,(919) 460-3481,2004/08/09 00:00:00+00,11 - Public School Lunch,-78.7783156,35.79284093,M,,Not Provided
3160,04092110150,CARPENTER ELEMENTARY SCHOOL CAFETERIA,2100 MORRISVILLE PKY ,,CARY,NC,27519,(919) 462-6785,2004/08/04 00:00:00+00,11 - Public School Lunch,-78.8668844,35.81490775,M,,Not Provided
3161,04092110151,WAKE FOREST ELEM. SCH. CAFETERIA,136 W SYCAMORE ST ,,WAKE FOREST,NC,27587,(919) 554-8671,2004/08/25 00:00:00+00,11 - Public School Lunch,-78.5145445,35.97682679,M,,Not Provided
3162,04092110152,EAST CARY MIDDLE SCH. CAFETERIA,1111 SE MAYNARD RD,,CARY,NC,27511,(919) 466-4377,2004/08/09 00:00:00+00,11 - Public School Lunch,-78.76566336,35.780815,M,,Not Provided
3163,04092110154,LIGON MIDDLE SCHOOL CAFETERIA,706 E LENOIR ST ,,RALEIGH,NC,27601,(919) 856-7929,2005/08/24 00:00:00+00,11 - Public School Lunch,-78.62632306,35.77026725,M,,Not Provided
3164,04092110157,HOLLY SPRINGS HIGH SCH. CAFETERIA ,5329 CASS HOLT RD ,,HOLLY SPRINGS,NC,27540,(919) 577-1444,2006/07/07 00:00:00+00,11 - Public School Lunch,-78.84882309,35.62890395,M,,Not Provided
3165,04092110158,BARWELL ROAD ELEM. SCH. CAFETERIA,3925 BARWELL RD ,,RALEIGH,NC,27610,(919) 661-5405,2006/07/06 00:00:00+00,11 - Public School Lunch,-78.55085967,35.73215192,M,,Not Provided
3166,04092110159,BRIER CREEK ELEM. SCH. LUNCHROOM,9801 BRIER CREEK PKY,,RALEIGH,NC,27617,(919) 484-4747,2006/07/05 00:00:00+00,11 - Public School Lunch,-78.80520934,35.90134323,M,,Not Provided
3167,04092110460,HARRIS CREEK ELEM. SCHOOL LUNCHROOM,3829 FORESTVILLE RD ,,RALEIGH,NC,27616,(919) 217-5100,2006/08/18 00:00:00+00,11 - Public School Lunch,-78.5120161,35.87303856,M,,Not Provided
3168,04092110461,PANTHER CREEK HIGH SCH. CAFETERIA ,6770 MCCRIMMON PKWY ,,CARY,NC,27513,(919) 463-8656,2006/08/21 00:00:00+00,11 - Public School Lunch,-78.88879132,35.830181,M,,Not Provided
3169,04092110462,EAST GARNER ELEMENTARY LUNCHROOM,5545 JONES SAUSAGE RD ,,GARNER,NC,27529,(919) 773-7411,2007/04/18 00:00:00+00,11 - Public School Lunch,-78.58680158,35.7084921,M,,Not Provided
3170,04092110464,WAKELON ELEMENTARY SCH. LUNCHROOM,8921 PIPPIN RD.,,ZEBULON,NC,27597,(919) 404-3844,2007/06/12 00:00:00+00,11 - Public School Lunch,-78.33536765,35.85558798,M,,Not Provided
3171,04092110463,HOLLY GROVE ELEMENTARY CAFETERIA,1451 AVENT FERRY RD,,HOLLY SPRINGS,NC,27540,(919) 577-1709,2007/05/01 00:00:00+00,11 - Public School Lunch,-78.84882309,35.62890395,M,,Not Provided
3172,04092110465,SANFORD CREEK ELEM. CAFETERIA,707 GRANITE FALLS BLVD ,,ROLESVILLE,NC,27571,(919) 570-2115,2007/07/06 00:00:00+00,11 - Public School Lunch,-78.46033036,35.92844393,M,,Not Provided
3173,04092110466,NORTH FOREST PINES ELEM. CAF.,11501 FOREST PINES DR ,,RALEIGH,NC,27614,(919) 570-2220,2007/07/10 00:00:00+00,11 - Public School Lunch,-78.54699492,35.95342696,M,,Not Provided
3174,04092110467,NORTH WAKE COLLEGE   CAREER ACADEMY-CAFETERIA,931 DURHAM HWY,,WAKE FOREST,NC,27587,(919) 570-2203,2007/08/21 00:00:00+00,11 - Public School Lunch,-78.54178249,35.97656588,M,,Not Provided
3175,04092110469,AVERSBORO ELEMENTARY SCHOOL LUNCHROOM,1605  AVERSBORO RD ,,GARNER,NC,27529,(919) 625-7842,2008/04/04 00:00:00+00,11 - Public School Lunch,-78.61520765,35.68907785,M,,Not Provided
3176,04092110468,FOREST PINES DRIVE ELEMENTARY,11455 FOREST PINES DR ,,RALEIGH,NC,27614,(919) 562-6269,2007/08/27 00:00:00+00,11 - Public School Lunch,-78.54699492,35.95342696,M,,Not Provided
3177,04092110470,MILLS PARK ELEMENTARY CAFETERIA,509 MILLS PARK DR ,,CARY,NC,27519,(919) 466-1466,2008/06/09 00:00:00+00,11 - Public School Lunch,-78.8960819,35.81195542,M,,Not Provided
3178,04092110471,LAUREL PARK LUNCH ROOM,2450 LAURA DUNCAN  RD ,,APEX,NC,27523,(919) 290-2333,2008/07/03 00:00:00+00,11 - Public School Lunch,-78.82634042,35.75915293,M,,Not Provided
3179,04092110472,SYCAMORE CREEK CAFETERIA,10921 LEESVILLE RD ,,RALEIGH,NC,27613,(919) 841-4333,2008/07/23 00:00:00+00,11 - Public School Lunch,-78.73295653,35.91837298,M,,Not Provided
3180,04092110473,BANKS ROAD ELEMENTARY CAFETERIA,10225 CHAMBERS RD ,,RALEIGH,NC,27603,(919) 856-2918,2008/07/31 00:00:00+00,11 - Public School Lunch,-78.70915971,35.63117279,M,,Not Provided
3181,04092110475,POE ELEMENTARY CAFETERIA,400 PEYTON ST ,,RALEIGH,NC,27610,(919) 250-4777,2008/11/21 00:00:00+00,11 - Public School Lunch,-78.60504008,35.77326467,M,,Not Provided
3182,04092110476,RIVER BEND ELEMENTARY CAFETERIA,6710 PERRY CREEK RD ,,RALEIGH,NC,27616,(919) 431-8010,2008/12/03 00:00:00+00,11 - Public School Lunch,-78.53592493,35.86466032,M,,Not Provided
3183,04092110477,CHARLES BUGG CAFETERIA,825 COOPER ST ,,RALEIGH,NC,27610,,2009/02/26 00:00:00+00,11 - Public School Lunch,-78.58616915,35.76520076,M,,Not Provided
3184,04092110474,MARTIN MIDDLE SCHOOL CAFETERIA,1701  RIDGE RD ,,RALEIGH,NC,27607,(919) 881-4970,2008/08/20 00:00:00+00,11 - Public School Lunch,-78.68698837,35.81248692,M,,Not Provided
3185,04092110478,EAST WAKE HIGH SCHOOL,5101 ROLESVILLE RD ,,WENDELL,NC,27591,(919) 365-2625,2009/04/02 00:00:00+00,11 - Public School Lunch,-78.42429805,35.81293598,M,,Not Provided
3186,04092110479,LAKE MYRA ELEMENTARY CAFETERIA,1300 ELK FALLS  DR ,,WENDELL,NC,27591,(919) 365-8990,2009/04/24 00:00:00+00,11 - Public School Lunch,-78.42971513,35.76143766,M,,Not Provided
3187,04092110481,HERBERT AKINS ELEMENTARY LUNCHROOM,2255 HERBERT AKINS RD ,,FUQUAY-VARINA,NC,27526,(919) 567-4120,2009/06/09 00:00:00+00,11 - Public School Lunch,-78.80360244,35.62112812,M,,Not Provided
3188,04092110480,WENDELL MIDDLE SCHOOL CAFETERIA,3407 NC HWY 97 ,,WENDELL,NC,27591,(919) 365-1667,2009/05/05 00:00:00+00,11 - Public School Lunch,-78.39527119,35.8053409,M,,Not Provided
3189,04092110483,SMITH MAGNET ELEMENTARY SCHOOL CAFETERIA,1101 MAXWELL DR ,,RALEIGH,NC,27603,(919) 662-2465,2009/08/14 00:00:00+00,11 - Public School Lunch,-78.6533898,35.71157128,M,,Not Provided
3190,04092110482,EAST MILLBROOK MIDDLE SCHOOL CAFETERIA,3801 SPRING FOREST RD ,,RALEIGH,NC,27616,(919) 850-8755,2009/08/14 00:00:00+00,11 - Public School Lunch,-78.57481573,35.85784732,M,,Not Provided
3191,04092110484,HERITAGE HIGH SCHOOL CAFETERIA,1150 FORESTVILLE RD ,,WAKE FOREST,NC,27587,(919) 570-5600,2009/08/17 00:00:00+00,11 - Public School Lunch,-78.51100217,35.94014322,M,,Not Provided
3192,04092110485,LACY ELEMENTARY CAFETERIA,2001 LAKE BOONE  TRL ,,RALEIGH,NC,27607,(919) 881-4920,2009/08/14 00:00:00+00,11 - Public School Lunch,-78.68073704,35.814224,M,,Not Provided
3193,04092110486,ROOT ELEMENTARY CAFETERIA,3202 NORTHAMPTON ST ,,RALEIGH,NC,27609,(919) 881-4940,2009/09/14 00:00:00+00,11 - Public School Lunch,-78.65044006,35.82537533,M,,Not Provided
3194,04092110490,HOLLY GROVE MIDDLE SCHOOL CAFETERIA,1401  AVENT FERRY RD ,,HOLLY SPRINGS,NC,27540,(919) 567-4177,2010/03/30 00:00:00+00,11 - Public School Lunch,-78.84882309,35.62890395,M,,Not Provided
3195,04092110487,ALSTON RIDGE ELEMENTARY SCHOOL CAFETERIA,11555 GREEN LEVEL CHURCH  RD ,,CARY,NC,27519,(919) 544-2474,2009/11/13 00:00:00+00,11 - Public School Lunch,-78.89958947,35.85921609,M,,Not Provided
3196,04092110493,WAKE FOREST HIGH SCHOOL CAFETERIA,420  STADIUM  DR ,,WAKE FOREST,NC,27587,(919) 554-8461,2010/07/30 00:00:00+00,11 - Public School Lunch,-78.51629976,35.98569288,M,,Not Provided
3197,04092110491,MILLS PARK MIDDLE SCHOOL CAFETERIA,441 MILLS PARK DR ,,CARY,NC,27519,(919) 466-1500,2010/04/23 00:00:00+00,11 - Public School Lunch,-78.8960819,35.81195542,M,,Not Provided
3198,04092110495,WILBURN ELEMENTARY CAFETERIA,3707 MARSH CREEK RD ,,RALEIGH,NC,27604,(919) 850-8738,2011/10/18 00:00:00+00,11 - Public School Lunch,-78.57496049,35.82146866,M,,Not Provided
3199,04092110494,WALNUT CREEK ELEMENTARY CAFETERIA,2600 SUNNYBROOK RD ,,RALEIGH,NC,27610,(919) 857-9500,2011/06/01 00:00:00+00,11 - Public School Lunch,-78.5881719,35.74509526,M,,Not Provided
3200,04092110496,ROLESVILLE MIDDLE SCHOOL CAFE,4700 BURLINGTON MILLS RD ,,ROLESVILLE,NC,27571,(919) 570-2260,2012/03/07 00:00:00+00,11 - Public School Lunch,-78.4808036,35.9142948,M,,Not Provided
3201,04092110498,ROLESVILLE HIGH SCHOOL CAFETERIA,1099 E YOUNG ST ,,ROLESVILLE,NC,27571,(919) 554-6303,2013/06/14 00:00:00+00,11 - Public School Lunch,-78.44139787,35.90590689,M,,Not Provided
3202,04092110501,VERNON MALONE COLLEGE   CAREER ACADEMY CAFETER,2200 S. WILMINGTON ST.,,RALEIGH,NC,27603,(919) 856-8119,2014/06/30 00:00:00+00,11 - Public School Lunch,-78.64408215,35.75226793,M,,Not Provided
3203,04092110502,CARDINAL CHARTER ACADEMY,1020 ST. CHARLES PLACE,,CARY,NC,27513,(919) 653-5000,2014/08/18 00:00:00+00,11 - Public School Lunch,-78.78075602,35.80125484,M,,Not Provided
3204,04092110504,APEX FRIENDSHIP HIGH SCHOOL CAFETERIA,7901 HUMIE OLIVE RD ,,APEX,NC,27502,(919) 694-0500,2015/05/22 00:00:00+00,11 - Public School Lunch,-78.9109833,35.7002117,M,,Not Provided
3205,04092110506,ABBOTTS CREEK ELEMENTARY CAFETERIA,9900 DURANT RD ,,RALEIGH,NC,27614,(919) 694-0555,2015/08/21 00:00:00+00,11 - Public School Lunch,-78.57818374,35.90199265,M,,Not Provided
3206,04092110505,SCOTTS RIDGE ELEMENTARY CAFETERIA,6601 APEX BARBEQUE RD ,,APEX,NC,27502,(919) 694-0300,2015/07/31 00:00:00+00,11 - Public School Lunch,-78.88297973,35.7216417,M,,Not Provided
3207,04092110508,PINE HOLLOW MIDDLE SCHOOL CAFETERIA,5365 BARTRAM PL ,,RALEIGH,NC,27617,(919) 694-8880,2016/05/24 00:00:00+00,11 - Public School Lunch,-78.73483719,35.90794014,M,,Not Provided
3208,04092110507,GREEN LEADERSHIP AND WORLD LANGUAGES MAGNET ELEMEN,5307 SIX FORKS RD ,,RALEIGH,NC,27609,(919) 431-8141,2016/05/05 00:00:00+00,11 - Public School Lunch,-78.64443622,35.85411291,M,,Not Provided
